transaction_date,month_name,month_id,day_name,day_number,transaction_count,product_sold,product_detail,product_type,product_category,store_location,time_bucket,total_revenue
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Our Old Time Diner Blend Rg,Drip coffee,Coffee,Astoria,morning,12.50
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Ethiopia Lg,Gourmet brewed coffee,Coffee,Astoria,morning,21.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Hazelnut Biscotti,Biscotti,Bakery,Hell's Kitchen,morning,6.50
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Sustainably Grown Organic Rg,Hot chocolate,Drinking Chocolate,Astoria,morning,30.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Ginger Scone,Scone,Bakery,Astoria,morning,3.25
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Almond Croissant,Pastry,Bakery,Hell's Kitchen,morning,7.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Cappuccino,Barista Espresso,Coffee,Lower Manhattan,morning,15.00
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Chocolate syrup,Regular syrup,Flavours,Lower Manhattan,morning,4.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Jamaican Coffee River Sm,Premium brewed coffee,Coffee,Lower Manhattan,morning,7.35
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Spicy Eye Opener Chai Lg,Brewed Chai tea,Tea,Hell's Kitchen,morning,9.30
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Lemon Grass Lg,Brewed herbal tea,Tea,Astoria,morning,12.00
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Serenity Green Tea Rg,Brewed Green tea,Tea,Lower Manhattan,morning,12.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Sustainably Grown Organic Lg,Hot chocolate,Drinking Chocolate,Hell's Kitchen,morning,4.75
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Ethiopia Rg,Gourmet brewed coffee,Coffee,Astoria,morning,6.00
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Traditional Blend Chai Lg,Brewed Chai tea,Tea,Hell's Kitchen,morning,21.00
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Jamaican Coffee River Lg,Premium brewed coffee,Coffee,Lower Manhattan,morning,15.00
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Serenity Green Tea Lg,Brewed Green tea,Tea,Hell's Kitchen,morning,18.00
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Ethiopia Lg,Gourmet brewed coffee,Coffee,Lower Manhattan,morning,24.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Jamaican Coffee River Rg,Premium brewed coffee,Coffee,Hell's Kitchen,morning,6.20
2023-01-23,Jan,2023-Jan,Mon,2,6,6,Our Old Time Diner Blend Lg,Drip coffee,Coffee,Lower Manhattan,morning,30.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Dark chocolate Rg,Hot chocolate,Drinking Chocolate,Hell's Kitchen,morning,7.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Peppermint Lg,Brewed herbal tea,Tea,Hell's Kitchen,morning,12.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Jamacian Coffee River,Premium Beans,Coffee beans,Hell's Kitchen,morning,19.75
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Dark chocolate Lg,Hot chocolate,Drinking Chocolate,Hell's Kitchen,morning,22.50
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Cranberry Scone,Scone,Bakery,Hell's Kitchen,morning,13.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Earl Grey,Black tea,Loose Tea,Hell's Kitchen,morning,8.95
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Sustainably Grown Organic,Organic Chocolate,Packaged Chocolate,Lower Manhattan,morning,7.60
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Brazilian Sm,Organic brewed coffee,Coffee,Astoria,morning,4.40
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Peppermint Rg,Brewed herbal tea,Tea,Hell's Kitchen,morning,12.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Cappuccino,Barista Espresso,Coffee,Astoria,morning,7.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Hazelnut Biscotti,Biscotti,Bakery,Lower Manhattan,morning,3.25
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Jamaican Coffee River Sm,Premium brewed coffee,Coffee,Hell's Kitchen,morning,7.35
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Cappuccino,Barista Espresso,Coffee,Hell's Kitchen,morning,18.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Espresso shot,Barista Espresso,Coffee,Hell's Kitchen,morning,3.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Jamaican Coffee River Sm,Premium brewed coffee,Coffee,Astoria,morning,9.80
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Chocolate Croissant,Pastry,Bakery,Hell's Kitchen,morning,7.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Jamaican Coffee River Rg,Premium brewed coffee,Coffee,Astoria,morning,3.10
2023-01-23,Jan,2023-Jan,Mon,2,1,1,English Breakfast Rg,Brewed Black tea,Tea,Lower Manhattan,morning,2.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Latte,Barista Espresso,Coffee,Astoria,morning,11.25
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Columbian Medium Roast Sm,Gourmet brewed coffee,Coffee,Hell's Kitchen,morning,12.00
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Ouro Brasileiro shot,Barista Espresso,Coffee,Hell's Kitchen,morning,10.50
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Spicy Eye Opener Chai Rg,Brewed Chai tea,Tea,Astoria,morning,12.75
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Spicy Eye Opener Chai Rg,Brewed Chai tea,Tea,Lower Manhattan,morning,10.20
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Columbian Medium Roast Lg,Gourmet brewed coffee,Coffee,Hell's Kitchen,morning,12.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,I Need My Bean! T-shirt,Clothing,Branded,Lower Manhattan,morning,28.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Guatemalan Sustainably Grown,Green beans,Coffee beans,Hell's Kitchen,morning,10.00
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Our Old Time Diner Blend Rg,Drip coffee,Coffee,Lower Manhattan,morning,15.00
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Earl Grey Rg,Brewed Black tea,Tea,Hell's Kitchen,morning,10.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Latte,Barista Espresso,Coffee,Lower Manhattan,morning,3.75
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Oatmeal Scone,Scone,Bakery,Lower Manhattan,morning,6.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Columbian Medium Roast Rg,Gourmet brewed coffee,Coffee,Lower Manhattan,morning,2.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Columbian Medium Roast Lg,Gourmet brewed coffee,Coffee,Lower Manhattan,morning,12.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Brazilian Rg,Organic brewed coffee,Coffee,Hell's Kitchen,morning,9.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Peppermint Rg,Brewed herbal tea,Tea,Astoria,morning,2.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Chocolate Croissant,Pastry,Bakery,Astoria,morning,7.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Jumbo Savory Scone,Scone,Bakery,Hell's Kitchen,morning,7.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Almond Croissant,Pastry,Bakery,Lower Manhattan,morning,7.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Earl Grey Rg,Brewed Black tea,Tea,Astoria,morning,2.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Our Old Time Diner Blend,House blend Beans,Coffee beans,Hell's Kitchen,morning,18.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Jumbo Savory Scone,Scone,Bakery,Lower Manhattan,morning,3.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Ethiopia,Gourmet Beans,Coffee beans,Lower Manhattan,morning,21.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Columbian Medium Roast Lg,Gourmet brewed coffee,Coffee,Astoria,morning,9.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Cranberry Scone,Scone,Bakery,Lower Manhattan,morning,6.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Spicy Eye Opener Chai Lg,Brewed Chai tea,Tea,Lower Manhattan,morning,9.30
2023-01-23,Jan,2023-Jan,Mon,2,1,1,English Breakfast Rg,Brewed Black tea,Tea,Astoria,morning,2.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Traditional Blend Chai Rg,Brewed Chai tea,Tea,Lower Manhattan,morning,12.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Scottish Cream Scone ,Scone,Bakery,Lower Manhattan,morning,4.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Brazilian Lg,Organic brewed coffee,Coffee,Hell's Kitchen,morning,3.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Brazilian Rg,Organic brewed coffee,Coffee,Astoria,morning,6.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Serenity Green Tea Lg,Brewed Green tea,Tea,Astoria,morning,6.00
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Ethiopia Lg,Gourmet brewed coffee,Coffee,Hell's Kitchen,morning,17.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Latte Rg,Barista Espresso,Coffee,Lower Manhattan,morning,4.25
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Croissant,Pastry,Bakery,Hell's Kitchen,morning,3.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Earl Grey Rg,Brewed Black tea,Tea,Lower Manhattan,morning,2.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Brazilian Lg,Organic brewed coffee,Coffee,Astoria,morning,10.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Ethiopia Sm,Gourmet brewed coffee,Coffee,Hell's Kitchen,morning,6.60
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Ginger Biscotti,Biscotti,Bakery,Hell's Kitchen,morning,3.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Croissant,Pastry,Bakery,Lower Manhattan,morning,3.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Almond Croissant,Pastry,Bakery,Astoria,morning,3.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Espresso Roast,Espresso Beans,Coffee beans,Hell's Kitchen,morning,14.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Traditional Blend Chai Lg,Brewed Chai tea,Tea,Lower Manhattan,morning,3.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Peppermint Lg,Brewed herbal tea,Tea,Astoria,morning,9.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,English Breakfast Lg,Brewed Black tea,Tea,Astoria,morning,9.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Cappuccino Lg,Barista Espresso,Coffee,Hell's Kitchen,morning,4.25
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Carmel syrup,Regular syrup,Flavours,Hell's Kitchen,morning,1.60
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Sustainably Grown Organic Lg,Hot chocolate,Drinking Chocolate,Astoria,morning,4.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Hazelnut Biscotti,Biscotti,Bakery,Astoria,morning,3.25
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Traditional Blend Chai Rg,Brewed Chai tea,Tea,Hell's Kitchen,morning,5.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Scottish Cream Scone ,Scone,Bakery,Astoria,morning,9.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Morning Sunrise Chai Rg,Brewed Chai tea,Tea,Lower Manhattan,morning,5.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Earl Grey Lg,Brewed Black tea,Tea,Astoria,morning,6.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Civet Cat,Premium Beans,Coffee beans,Hell's Kitchen,morning,45.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Dark chocolate Lg,Hot chocolate,Drinking Chocolate,Astoria,morning,13.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Sugar Free Vanilla syrup,Sugar free syrup,Flavours,Lower Manhattan,morning,1.60
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Our Old Time Diner Blend Rg,Drip coffee,Coffee,Hell's Kitchen,morning,2.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Earl Grey,Black tea,Loose Tea,Lower Manhattan,morning,8.95
2023-01-23,Jan,2023-Jan,Mon,2,5,5,Ethiopia Lg,Gourmet brewed coffee,Coffee,Hell's Kitchen,afternoon,31.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Columbian Medium Roast Lg,Gourmet brewed coffee,Coffee,Astoria,afternoon,9.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Lemon Grass Rg,Brewed herbal tea,Tea,Astoria,afternoon,5.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Brazilian Lg,Organic brewed coffee,Coffee,Hell's Kitchen,afternoon,10.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Espresso shot,Barista Espresso,Coffee,Astoria,afternoon,3.00
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Dark chocolate Lg,Hot chocolate,Drinking Chocolate,Astoria,afternoon,27.00
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Ethiopia Lg,Gourmet brewed coffee,Coffee,Astoria,afternoon,14.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Earl Grey Lg,Brewed Black tea,Tea,Hell's Kitchen,afternoon,6.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Morning Sunrise Chai Rg,Brewed Chai tea,Tea,Hell's Kitchen,afternoon,10.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Jamaican Coffee River Rg,Premium brewed coffee,Coffee,Astoria,afternoon,9.30
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Lemon Grass Lg,Brewed herbal tea,Tea,Astoria,afternoon,9.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,English Breakfast Lg,Brewed Black tea,Tea,Astoria,afternoon,9.00
2023-01-23,Jan,2023-Jan,Mon,2,5,5,Serenity Green Tea Lg,Brewed Green tea,Tea,Astoria,afternoon,24.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Hazelnut Biscotti,Biscotti,Bakery,Astoria,afternoon,3.25
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Earl Grey Rg,Brewed Black tea,Tea,Lower Manhattan,afternoon,17.50
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Our Old Time Diner Blend Lg,Drip coffee,Coffee,Astoria,afternoon,15.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Ouro Brasileiro shot,Barista Espresso,Coffee,Hell's Kitchen,afternoon,6.00
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Serenity Green Tea Rg,Brewed Green tea,Tea,Astoria,afternoon,20.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Serenity Green Tea Lg,Brewed Green tea,Tea,Hell's Kitchen,afternoon,9.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Jamaican Coffee River Rg,Premium brewed coffee,Coffee,Hell's Kitchen,afternoon,3.10
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Earl Grey Rg,Brewed Black tea,Tea,Hell's Kitchen,afternoon,12.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Jamaican Coffee River Lg,Premium brewed coffee,Coffee,Lower Manhattan,afternoon,11.25
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Our Old Time Diner Blend Rg,Drip coffee,Coffee,Lower Manhattan,afternoon,7.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Dark chocolate Lg,Hot chocolate,Drinking Chocolate,Lower Manhattan,afternoon,9.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Cappuccino Lg,Barista Espresso,Coffee,Lower Manhattan,afternoon,12.75
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Hazelnut syrup,Regular syrup,Flavours,Lower Manhattan,afternoon,1.60
2023-01-23,Jan,2023-Jan,Mon,2,1,1,I Need My Bean! Latte cup,Housewares,Branded,Lower Manhattan,afternoon,14.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Ouro Brasileiro shot,Barista Espresso,Coffee,Lower Manhattan,afternoon,12.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Morning Sunrise Chai Lg,Brewed Chai tea,Tea,Astoria,afternoon,16.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Cappuccino,Barista Espresso,Coffee,Lower Manhattan,afternoon,3.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Ethiopia Sm,Gourmet brewed coffee,Coffee,Hell's Kitchen,afternoon,4.40
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Our Old Time Diner Blend Sm,Drip coffee,Coffee,Astoria,afternoon,10.00
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Spicy Eye Opener Chai Rg,Brewed Chai tea,Tea,Astoria,afternoon,10.20
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Ethiopia Lg,Gourmet brewed coffee,Coffee,Lower Manhattan,afternoon,21.00
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Traditional Blend Chai Lg,Brewed Chai tea,Tea,Hell's Kitchen,afternoon,15.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Our Old Time Diner Blend,House blend Beans,Coffee beans,Hell's Kitchen,afternoon,18.00
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Latte,Barista Espresso,Coffee,Astoria,afternoon,18.75
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Spicy Eye Opener Chai Lg,Brewed Chai tea,Tea,Astoria,afternoon,9.30
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Almond Croissant,Pastry,Bakery,Astoria,afternoon,7.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Ethiopia Sm,Gourmet brewed coffee,Coffee,Lower Manhattan,afternoon,6.60
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Our Old Time Diner Blend Sm,Drip coffee,Coffee,Lower Manhattan,afternoon,6.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Brazilian Rg,Organic brewed coffee,Coffee,Lower Manhattan,afternoon,6.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Our Old Time Diner Blend Sm,Drip coffee,Coffee,Hell's Kitchen,afternoon,8.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Brazilian Lg,Organic brewed coffee,Coffee,Astoria,afternoon,14.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,English Breakfast Lg,Brewed Black tea,Tea,Lower Manhattan,afternoon,6.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Cappuccino Lg,Barista Espresso,Coffee,Hell's Kitchen,afternoon,8.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Columbian Medium Roast Rg,Gourmet brewed coffee,Coffee,Hell's Kitchen,afternoon,2.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Our Old Time Diner Blend Lg,Drip coffee,Coffee,Lower Manhattan,afternoon,3.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Chocolate Croissant,Pastry,Bakery,Lower Manhattan,afternoon,3.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Jamaican Coffee River Sm,Premium brewed coffee,Coffee,Hell's Kitchen,afternoon,2.45
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Ethiopia Rg,Gourmet brewed coffee,Coffee,Lower Manhattan,afternoon,9.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,English Breakfast Lg,Brewed Black tea,Tea,Hell's Kitchen,afternoon,3.00
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Ethiopia Sm,Gourmet brewed coffee,Coffee,Astoria,afternoon,11.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Chocolate Chip Biscotti,Biscotti,Bakery,Astoria,afternoon,3.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Dark chocolate Lg,Hot chocolate,Drinking Chocolate,Hell's Kitchen,afternoon,4.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Dark chocolate Rg,Hot chocolate,Drinking Chocolate,Lower Manhattan,afternoon,3.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Brazilian Sm,Organic brewed coffee,Coffee,Astoria,afternoon,4.40
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Dark chocolate Rg,Hot chocolate,Drinking Chocolate,Astoria,afternoon,10.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Serenity Green Tea Rg,Brewed Green tea,Tea,Hell's Kitchen,afternoon,5.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Cranberry Scone,Scone,Bakery,Hell's Kitchen,afternoon,6.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Croissant,Pastry,Bakery,Astoria,afternoon,3.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Scottish Cream Scone ,Scone,Bakery,Hell's Kitchen,afternoon,4.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Spicy Eye Opener Chai Rg,Brewed Chai tea,Tea,Hell's Kitchen,afternoon,5.10
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Almond Croissant,Pastry,Bakery,Lower Manhattan,afternoon,3.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Peppermint Rg,Brewed herbal tea,Tea,Hell's Kitchen,afternoon,5.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Sugar Free Vanilla syrup,Sugar free syrup,Flavours,Lower Manhattan,afternoon,1.60
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Jumbo Savory Scone,Scone,Bakery,Lower Manhattan,afternoon,3.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Jamaican Coffee River Sm,Premium brewed coffee,Coffee,Lower Manhattan,afternoon,2.45
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Traditional Blend Chai Rg,Brewed Chai tea,Tea,Astoria,afternoon,7.50
2023-01-23,Jan,2023-Jan,Mon,2,4,4,Cappuccino Lg,Barista Espresso,Coffee,Astoria,afternoon,21.25
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Columbian Medium Roast Sm,Gourmet brewed coffee,Coffee,Astoria,afternoon,4.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Jamaican Coffee River Lg,Premium brewed coffee,Coffee,Astoria,afternoon,3.75
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Serenity Green Tea Rg,Brewed Green tea,Tea,Lower Manhattan,afternoon,7.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,English Breakfast Rg,Brewed Black tea,Tea,Astoria,afternoon,5.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Ethiopia Rg,Gourmet brewed coffee,Coffee,Astoria,afternoon,6.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Traditional Blend Chai Rg,Brewed Chai tea,Tea,Hell's Kitchen,afternoon,2.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Latte,Barista Espresso,Coffee,Lower Manhattan,afternoon,11.25
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Chocolate syrup,Regular syrup,Flavours,Lower Manhattan,afternoon,1.60
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Oatmeal Scone,Scone,Bakery,Astoria,afternoon,3.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Cranberry Scone,Scone,Bakery,Astoria,afternoon,3.25
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Cappuccino,Barista Espresso,Coffee,Hell's Kitchen,afternoon,3.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Morning Sunrise Chai Rg,Brewed Chai tea,Tea,Lower Manhattan,afternoon,7.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Lemon Grass Rg,Brewed herbal tea,Tea,Lower Manhattan,afternoon,5.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Peppermint Lg,Brewed herbal tea,Tea,Hell's Kitchen,afternoon,3.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Sustainably Grown Organic Lg,Hot chocolate,Drinking Chocolate,Astoria,afternoon,4.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Jumbo Savory Scone,Scone,Bakery,Astoria,afternoon,3.75
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Traditional Blend Chai Rg,Brewed Chai tea,Tea,Lower Manhattan,afternoon,7.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Dark chocolate Rg,Hot chocolate,Drinking Chocolate,Hell's Kitchen,afternoon,3.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Spicy Eye Opener Chai Lg,Brewed Chai tea,Tea,Lower Manhattan,afternoon,3.10
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Brazilian Rg,Organic brewed coffee,Coffee,Astoria,afternoon,6.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Jamaican Coffee River Sm,Premium brewed coffee,Coffee,Astoria,afternoon,4.90
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Latte Rg,Barista Espresso,Coffee,Hell's Kitchen,afternoon,4.25
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Scottish Cream Scone ,Scone,Bakery,Astoria,afternoon,9.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Brazilian Lg,Organic brewed coffee,Coffee,Lower Manhattan,afternoon,10.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Peppermint Lg,Brewed herbal tea,Tea,Astoria,afternoon,6.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Columbian Medium Roast Rg,Gourmet brewed coffee,Coffee,Lower Manhattan,afternoon,2.50
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Sustainably Grown Organic Rg,Hot chocolate,Drinking Chocolate,Astoria,afternoon,7.50
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Peppermint Rg,Brewed herbal tea,Tea,Astoria,afternoon,5.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Espresso shot,Barista Espresso,Coffee,Hell's Kitchen,afternoon,6.00
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Carmel syrup,Regular syrup,Flavours,Hell's Kitchen,afternoon,1.60
2023-01-23,Jan,2023-Jan,Mon,2,1,1,Cappuccino,Barista Espresso,Coffee,Astoria,afternoon,3.75
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Hazelnut Biscotti,Biscotti,Bakery,Hell's Kitchen,evening,6.50
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Cappuccino,Barista Espresso,Coffee,Astoria,evening,18.75
2023-01-23,Jan,2023-Jan,Mon,2,3,3,Our Old Time Diner Blend Rg,Drip coffee,Coffee,Hell's Kitchen,evening,15.00
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Jamaican Coffee River Lg,Premium brewed coffee,Coffee,Lower Manhattan,evening,18.75
2023-01-23,Jan,2023-Jan,Mon,2,2,2,Traditional Blend Chai Rg,Brewed Chai tea,Tea,Astoria,evening,7.50
